Power,RMS,PeakAmplitude,MeanAmplitude,Variance,Std,DynamicRange,CrestFactor,ZeroCrossing,PeakFrequency,SpectralCentroid,Bandwidth,Entropy,HarmonicEnergy,SpectralFlatness,RollOff,PeakCount,SNR,Skewness,Kurtosis,Label
0.9934548157856439,0.9967220353667535,1.3095683357848682,0.9934235173635744,0.006564530934627739,0.0810217929610777,0.6038554725043219,1.3138751721316162,640,156250.0,363289.6123659504,279891.3588190091,6.268335999983724,5114.323130542156,0.5735435931583908,750000.0,1,21.79944420057187,-0.05338273640589442,0.043173960605526585,Healthy
0.9914114939667769,0.9956964868707616,1.2566926898452078,0.9925410064145794,0.006273844552310427,0.0792076041318662,0.5711570234086071,1.2621242581609335,586,143066.40625,297842.21659184864,258932.04916211998,6.1476944372389495,8067.384150209333,0.47849359668140157,652832.03125,1,21.98720195602516,-0.005787336616206764,0.02666225894675822,Healthy
0.7435591672650091,0.8622987691426963,1.1808970151022797,0.8586247014244202,0.006322789368834445,0.07951596926928858,0.6112641463173547,1.3694754734212784,416,100585.9375,327917.2362511995,293018.59767441434,6.347005158651798,6880.831800265459,0.5677383591984062,733398.4375,1,20.70406817901055,-0.018646473014974387,-0.05614225568125253,Healthy
0.9822551519381839,0.9910878628750248,1.2555205867409882,0.987897230940531,0.006314213038215274,0.07946202261593442,0.5313994957102494,1.2668105763084176,425,104003.90625,285043.8025955374,277185.36953108455,6.155938488715897,10622.363671991654,0.48458542947159683,668945.3125,1,21.919050846299836,0.012539422603714318,-0.07130030125741404,Healthy
0.7823174100781565,0.8844870887006528,1.134497016115788,0.8808930569909609,0.006344832223276393,0.07965445513765311,0.5335004402890934,1.2826609123061476,720,175781.25,370806.662911861,274560.78893195366,6.33799550394401,4944.769003948317,0.5751537245479308,751953.125,1,20.909628527777727,-0.03313106475125103,-0.09573992670948517,Healthy
0.9110929333469571,0.9545118822450337,1.208848912107781,0.9510784685096223,0.0065426800843486005,0.08088683504964575,0.5167398426368616,1.2664576885774756,1005,245605.46875,370096.844203981,239323.9071106825,6.245971320781028,6582.032729448803,0.5267398930239866,689941.40625,1,21.438069928553553,-0.018554660841292443,-0.2228147077964775,Healthy
0.8964911105673122,0.9468321448743237,1.2127843269810197,0.9432993728366335,0.006677403773326495,0.08171538272153227,0.5692880674516451,1.280886304448395,776,189453.125,397630.16573713196,278715.64596701646,6.325557796363515,4696.130762427889,0.6053697729475102,779785.15625,1,21.279383492630384,0.011577952272484222,-0.08581204301276824,Healthy
0.6924629997820455,0.8321436172813234,1.1599593807061703,0.8282981971205294,0.006385096428926111,0.07990679838991242,0.607155571898564,1.3939413300985786,480,117187.5,414183.0528241911,300501.9921918078,6.462510138696943,6125.66000503918,0.6722258404475107,806152.34375,1,20.352291122843162,-0.016142376813116695,0.025458623373758815,Healthy
0.8307838438537728,0.9114734465982939,1.271168068655276,0.90795763726826,0.006396772780011679,0.07997982733171959,0.6376667253629719,1.3946298418230358,726,177246.09375,430802.90404834243,286276.94558428746,6.359871055687183,4659.031753508557,0.6577407150410276,804687.5,1,21.135271178063807,0.020553174910659878,0.017997678215969426,Healthy
0.9701091600277406,0.9849411962283539,1.256587611686777,0.9815968798094528,0.006576725576087685,0.08109701336108306,0.553263767775641,1.2757996279358013,881,215332.03125,346060.6410179493,241264.1597268288,6.198240941459291,5961.8975469674,0.5013164025804492,670410.15625,1,21.688108846252085,-0.0010766225755191024,-0.10254532935276028,Healthy
1.0057501199044627,1.0028709388074135,1.289651884541675,0.9996179595834753,0.006514054782632275,0.08070969447738156,0.5830654098690723,1.285959972152841,737,179687.5,321487.26150648156,250019.15114341184,6.1583035406703335,6831.9229673805,0.48724699535339655,658203.125,1,21.886386863298526,-0.027719945962001842,0.042218376930775126,Healthy
0.7973193118740873,0.8929273833151761,1.1774090875820247,0.8893166463443128,0.00643521440899173,0.08021978813853681,0.5904018635790897,1.318594445172744,547,133789.0625,345925.0342903885,283364.0677763109,6.336512236204115,4872.344756258693,0.5665707428619055,739257.8125,1,20.930692618615872,0.029352197167453783,-0.059234420976984836,Healthy
0.66469021675357,0.8152853590943296,1.1504185899338781,0.8114568333664468,0.006228024336468558,0.0789178328165983,0.6229695926302418,1.4110624913120426,634,154785.15625,362844.62123718776,280468.84184755455,6.379311304280428,4887.713282492314,0.5743218332396588,752441.40625,1,20.282689856484424,0.05143698950588871,0.026195537758172627,Healthy
0.8729780900784212,0.9343329653171942,1.2001773881649953,0.9308871151277086,0.006427268967633271,0.08017024989129864,0.5903957434877009,1.2845285703448879,623,152343.75,330581.3412806415,269004.8617885214,6.2472051469200345,6036.193691066531,0.5197669169213542,701171.875,1,21.32976869295309,-0.025271956260757737,0.010193285021601106,Healthy
0.986038222346498,0.9929945731707188,1.2530382463208347,0.9897700355946482,0.006393498985466973,0.07995935833576313,0.5420762902297203,1.2618782420127168,1021,249023.4375,403733.5256635932,256651.75631603572,6.278354705730893,5672.164080132343,0.5874714888684971,750000.0,1,21.881551493993292,-0.035091258252977944,0.03107941048978269,Healthy
0.699666554456523,0.83646073097099,1.1143264858575153,0.8327388831038491,0.006212507023476871,0.07881945840639144,0.5686110132047346,1.3321922292322914,751,183593.75,354928.41334390646,264649.66917536885,6.3398199367374595,5932.753809164181,0.5420170631036856,721679.6875,1,20.51624221413971,0.01782555678086347,0.01421899516825098,Healthy
0.8779518815533702,0.936990865245425,1.219290867667458,0.9333658092645717,0.006780147649261509,0.08234165197068559,0.5577075617108124,1.3012836228110831,865,211425.78125,343523.2841248645,241474.46532273074,6.230764527968443,5933.396007318575,0.5009555647347493,662597.65625,1,21.122315623785983,-0.00015917248737854045,-0.16716625557322384,Healthy
0.9121771124828358,0.9550796367229467,1.297451658256071,0.9518238574578632,0.006208456856869202,0.07879376153522055,0.623851010404079,1.3584748416455252,974,237792.96875,373739.57880582113,248254.92548804218,6.230859999521253,7036.573460162596,0.5294842861346728,716308.59375,1,21.67095503535038,-0.037047141641636826,-0.07832309182600516,Healthy
0.670883941646137,0.8190750525111462,1.1065511295832056,0.8152422787836056,0.006263968529851012,0.07914523693723464,0.5967210760108587,1.3509764779072517,424,103515.625,408758.9014179718,302891.6370554864,6.4786227161120244,5559.226428121358,0.6721815434904101,803222.65625,1,20.297978294472408,0.010067162667121205,0.11139690410779801,Healthy
0.8556431611515569,0.9250098167865879,1.2255052804615523,0.9215292264923622,0.00642704587194548,0.08016885849221929,0.6118373472637938,1.324856513111247,778,189941.40625,367091.4190596264,267238.63501486566,6.30659101285326,6837.02479681155,0.5620605004089915,737792.96875,1,21.24281283848006,0.028949745398002033,0.08647222055795023,Healthy
0.8286069811088259,0.9102785184265451,1.2200762397625717,0.9066662581983238,0.006563277353476463,0.08101405651784425,0.5864185986869168,1.3403328926969793,601,146972.65625,310697.91328670806,264173.61984830286,6.235942658029559,7671.450239042436,0.5002345740759728,680175.78125,1,21.012278306658377,-0.042086770478632095,-0.02592576254555823,Healthy
0.8058329877278703,0.8976820081342113,1.1557178149397966,0.894170470484908,0.006292157440668106,0.0793231204672894,0.5422543936418681,1.2874467845711872,498,121582.03125,320648.70966270636,281831.63013215567,6.262470379984624,5618.602232523104,0.5251636731111187,715820.3125,1,21.074454608195662,-0.008895330189203868,-0.10681652722179003,Healthy
0.6924427325167818,0.8321314394473879,1.1253695216770623,0.8280844168172408,0.006718931141232053,0.08196908649748424,0.5920305449878129,1.352393946831779,728,177734.375,390826.72854558646,279190.1856046832,6.443258573726338,6155.298197870464,0.6167553817575313,770019.53125,1,20.13083671196355,-0.047251383738936205,-0.009522213643360367,Healthy
0.8592032036096271,0.9269321461734009,1.2006617079968753,0.9234689223329065,0.006408353094927486,0.0800521898196888,0.5768642917036119,1.2953070113637724,919,224121.09375,360865.0797837076,246039.33322182437,6.244256945532226,6714.151986761376,0.5198429024006059,698730.46875,1,21.27349454593013,-0.03487596391748684,-0.08202692780200138,Healthy
0.6662199731090965,0.8162229922693286,1.1210926003572779,0.8122078050822406,0.006538454472585711,0.08086071031462505,0.5990837990279662,1.3735126441860286,816,199218.75,350604.8733548876,255877.780378043,6.328016203137068,6576.081113837911,0.5278122677141164,702636.71875,1,20.081425444433947,-0.00178654974777719,-0.025793937267454048,Healthy
1.005653397177746,1.0028227147296505,1.3298283050001531,0.9995725047203545,0.006508204984822795,0.08067344659070166,0.6367688170724849,1.326085144928792,414,100585.9375,318902.4323653285,290854.7361403202,6.219947708769927,6736.310820671406,0.5405712806930589,724121.09375,1,21.88987101777903,-0.059619576842550245,0.10280548968271619,Healthy
0.8909271347885601,0.9438893657566866,1.2209366602069558,0.9407373243955922,0.005940421277582244,0.07707412845814245,0.5292282816686205,1.2935167028057033,625,152832.03125,317206.8555369637,262633.89308375784,6.210601037707625,6866.06079818807,0.5067915716117053,674316.40625,1,21.760249412951115,-0.018320948547292288,-0.12898137609675464,Healthy
0.8735194362472232,0.9346226170210216,1.2729935538500454,0.9311798033446339,0.006423610090272203,0.08014742722179048,0.6516304607312625,1.36204017607399,642,156738.28125,360184.64950161526,280107.09309579775,6.307993034901735,6200.290821162045,0.5749188583249351,746582.03125,1,21.33493401003922,-0.01705279801976017,0.050103332143584645,Healthy
0.7536923337586308,0.8681545563772793,1.1359719508011425,0.8645256404368327,0.006287750785915015,0.07929533899237089,0.5399351522738108,1.308490455364812,992,242187.5,394926.9451713814,254615.69433655334,6.348694503064348,4422.369561593572,0.5723170398536912,745117.1875,1,20.78698777590368,0.007859486642795515,-0.07174204475041845,Healthy
0.9027772936598457,0.9501459328228721,1.2384897830412043,0.9468165759502307,0.006315665165726849,0.07947115933297343,0.5786384289036388,1.303473224751556,908,221679.6875,389130.7561913771,262368.0895853066,6.284836338682004,5742.19175676934,0.5776636739307075,748535.15625,1,21.551615300645484,0.014123802726189507,0.036847286684653646,Healthy
0.8067283389473001,0.8981805714594923,1.2225750463600127,0.8946098489780173,0.006401557058829208,0.08000973102585215,0.5987316991827897,1.3611684389625551,643,157226.5625,322476.2159787813,263520.00064587995,6.246505648101138,7785.879603130164,0.513676950197985,687011.71875,1,21.004416923147353,0.005840719876123309,0.06381676476935061,Healthy
0.6984297522916298,0.835721097191898,1.1248223946157463,0.8319578693560696,0.0062758559081387355,0.07922029984883126,0.5443450913995992,1.3459303569040628,492,120117.1875,414222.1104912017,298496.86799585476,6.452449615031044,5637.814348461888,0.6655190452715465,803710.9375,1,20.46449767708055,0.0941677876943886,0.06665445773323908,Healthy
0.6879207917786324,0.8294099057635087,1.117588128143917,0.8256120296393182,0.006285568293477892,0.07928157600273782,0.5874400004407492,1.3474496993318732,428,104492.1875,330976.92923882446,294134.6018707063,6.3693977406225395,8522.020333329683,0.566352412254173,737792.96875,1,20.391938863187473,-0.038355728149341184,0.07017318720840526,Healthy
0.9205713726552459,0.9594641070176861,1.2168001732565816,0.9560915089587584,0.006460399152210238,0.08037660824027248,0.5358752627389936,1.2682081219679768,974,237792.96875,405681.3345837827,264937.80071682227,6.310738096758583,6412.077991863523,0.5953067427623796,766601.5625,1,21.537981138164696,-0.020168261469931153,-0.12997229357845574,Healthy
1.0071199662116879,1.003553668824786,1.2883390647783264,1.0004446837730065,0.006230400922016524,0.07893288872210699,0.6281128792482802,1.2837769466649842,760,185546.875,397139.14578704844,278041.15055438445,6.262180932885514,5169.731090738039,0.6119516496993859,772460.9375,1,22.08565211786832,0.019912922244203605,0.13558787076076761,Healthy
0.9484039854483552,0.9738603521287614,1.2595567810285742,0.9705877578776949,0.00636338970630437,0.07977085750011949,0.5419746707519303,1.2933648836563774,420,102050.78125,333085.7831112839,294007.1349059888,6.2614396311736265,7938.142912356679,0.5689501674733823,740234.375,1,21.733048491783332,0.07851926041519518,-0.07082783473104692,Healthy
